alt,mph
23875,481
40000,527
21475,493
32925,527
23500,490
34975,509
24800,518
22550,433
36925,548
21450,453
11850,338
41075,541
24625,458
30900,516
23950,490
17225,389
20900,311
16750,451
24350,493
8425,320
41150,472
18675,389
39000,523
38000,529
16100,412
33950,493
34925,539
24400,481
31875,506
20425,474
20500,472
34975,534
25225,444
20050,463
28000,486
31900,486
41175,525
35925,534
27950,481
34900,433
37000,523
34950,516
12525,384
9925,334
21925,334
27750,401
39100,534
38025,527
13200,410
10750,345
22975,479
22050,318
23025,474
34975,477
15075,449
40875,504
20100,437
28400,442
21975,444
14575,453
38075,534
37000,518
24100,488
17950,387
39100,536
28975,477
31100,437
19650,430
34000,490
25050,516
39100,527
27000,361
32925,518
30975,527
8725,315
26050,504
19525,444
37050,529
33000,511
34000,534
10050,350
25600,497
37025,513
32050,509
22700,435
39075,529
17325,396
40175,497
35100,516
41200,490
34975,534
36000,387
28075,516
34775,529
40075,539
24150,516
23700,481
22000,382
17225,428
37075,529
32950,550
33975,527
37975,523
14500,251
21050,479
34950,520
31950,504
33175,490
29950,523
16875,433
36075,520
39075,529
22025,449
29975,527
37075,532
20025,292
32025,518
33925,532
24050,315
32975,502
18075,320
34075,518
30475,532
32075,525
25100,543
36000,525
23075,456
32025,534
34025,516
31150,532
10950,348
39100,529
33900,518
33175,520
27450,479
26125,336
30075,527
20825,456
17875,412
33025,516
31725,536
36975,550
32875,523
34950,516
37050,543
35750,465
26625,481
39100,525
22675,481
25050,534
39050,523
30025,500
39075,525
28550,523
20675,465
28725,490
37050,534
39075,534
9800,350
25600,504
23025,481
33025,534
29725,493
35000,523
24000,513
9050,334
24025,472
27075,483
38125,520
22025,470
17275,391
28225,488
13775,444
40200,470
21825,472
40200,497
31775,504
16250,285
33075,536
26875,518
16325,396
9900,297
18375,352
12225,359
25575,479
35925,506
37075,534
27650,516
40200,523
18200,361
36150,543
39125,552
21675,470
34025,497
37125,488
26150,474
35900,534
16775,391
27025,493
32100,500
38075,525
12325,412
36275,539
39150,527
40225,532
36950,520
20150,451
20400,463
37125,520
37175,523
30950,523
30825,520
27500,516
16125,380
35150,511
37175,529
37225,509
19100,447
22400,463
35050,481
38150,523
39200,513
18775,405
31125,456
31675,511
10750,336
41275,477
20275,442
24475,477
39200,520
16650,407
28025,465
37175,516
27775,525
37175,506
21075,437
14850,435
28950,513
37225,550
38150,523
37200,534
20725,497
29175,483
35050,520
38150,520
41400,534
9200,336
18400,456
30825,506
37250,525
40350,527
23575,516
22200,506
35250,529
10100,355
34225,511
14900,449
38375,513
24550,451
23875,490
39275,525
31900,506
37250,520
19500,486
9275,315
34275,518
14300,401
40325,518
29250,518
15425,424
23000,467
36375,511
23575,458
40025,500
26350,552
38350,541
31850,532
26275,539
38375,513
25700,479
25500,472
24375,520
34250,523
38300,539
27950,548
36325,523
40325,520
22725,504
25025,495
23675,456
20475,453
36250,520
16400,435
18450,382
40250,523
14300,453
32350,511
27275,458
24325,465
33250,509
24600,532
14475,398
39450,523
41350,523
41400,511
23025,451
11100,391
9400,334
19650,421
16225,433
35450,523
33375,509
40475,534
23575,516
27175,546
17225,467
39325,541
30250,513
25375,483
27775,502
41425,525
35000,523
39925,543
21775,442
24650,490
38425,513
27375,474
37450,525
35325,506
23350,456
39350,463
35300,525
35375,525
29375,486
29275,539
19825,430
18300,308
19225,327
17350,299
35400,523
23675,481
33600,511
23375,311
36475,525
36400,527
33350,518
17000,451
19125,500
9900,350
34375,456
41325,525
28300,520
22450,465
22750,474
35350,520
33375,520
10700,336
26800,511
28350,518
36450,513
19500,405
35375,520
16450,308
8825,325
24800,467
38450,525
36250,520
33250,500
19300,437
26875,474
29425,479
19350,433
36500,529
21175,435
33450,527
30325,486
23925,467
20375,463
37450,523
19725,456
21400,304
38375,523
14900,428
38575,534
30600,520
34475,525
23425,509
37500,516
32200,516
33425,518
19375,486
10025,345
28250,472
26375,458
14950,371
31450,541
13450,410
33275,529
24550,451
30375,518
34475,529
24800,447
20350,465
19250,453
40000,458
19350,412
36375,529
17350,398
20925,414
28400,493
20550,470
23500,486
36450,532
34525,488
28825,467
33525,527
28400,525
34875,513
23375,495
9825,327
40400,513
30425,523
15600,414
24375,523
36400,525
40375,520
28425,437
34475,513
34425,518
21375,449
17300,306
18750,437
34450,483
24075,479
23175,456
10325,350
41400,500
26425,304
36425,520
32475,541
22425,302
37500,506
20975,447
29475,306
34425,506
34450,523
13900,421
37125,523
36225,513
34450,486
32400,529
35525,520
23525,477
28350,486
18725,483
32975,520
25875,495
32450,516
35450,500
34400,527
31425,527
20200,424
26750,511
36700,513
22025,495
33625,527
30475,543
34600,534
23975,451
26400,295
21300,424
40450,424
26200,490
10600,325
30450,502
23875,456
34425,490
25875,465
25750,500
36300,511
38500,509
29575,495
30275,527
23775,474
29100,472
15925,440
35350,504
8475,315
37500,516
32150,410
24800,467
16475,299
23000,481
38425,523
37375,516
19000,451
24325,453
26100,276
10775,364
12325,407
20350,442
31775,536
21750,525
39450,516
24100,451
20250,440
37350,525
28450,338
23100,497
29350,366
25450,497
22450,458
34350,523
36475,532
38425,474
33400,523
20350,391
38400,525
34150,527
32425,525
21850,437
26250,488
39400,543
32925,509
23075,463
25475,500
31300,516
24950,479
24425,472
22975,495
35700,520
40375,518
14050,421
34750,500
22275,359
20700,437
29425,497
38450,527
41375,525
40475,520
25050,541
19325,474
39450,513
22150,477
27300,435
35475,527
25375,511
40350,546
39525,504
30450,532
39450,511
39400,525
13550,401
38700,529
16525,394
36375,520
11875,331
23675,433
37450,525
29375,529
36975,493
26975,467
34350,513
28450,474
11875,345
30800,486
16850,389
13075,453
31925,523
38375,518
36350,518
27375,520
40350,527
37475,483
36375,529
21475,465
33400,529
21150,479
32450,513
36425,523
32350,534
19275,440
39350,516
24275,509
21000,440
40325,518
37400,525
19325,509
31100,516
29175,490
35400,500
34275,523
35225,518
37400,516
25750,506
14000,322
38375,509
39425,520
37425,520
11775,410
26375,495
15225,437
11750,401
23650,453
37425,518
23400,426
32075,523
40375,509
26100,520
24900,456
19725,493
27650,504
39350,518
35300,523
20650,467
35475,520
36250,516
23300,458
35325,523
24325,456
9750,318
23100,458
24350,449
38375,500
37425,516
12200,398
25600,453
27375,472
23925,513
38375,511
27400,495
20375,433
39275,516
34375,529
36425,506
12525,375
25725,509
27825,502
32250,502
21650,495
21725,285
22725,477
37275,523
36425,541
36300,539
38400,529
24300,341
36300,523
29325,352
38400,518
36400,511
21275,483
21225,504
13925,401
37375,513
23950,472
19400,493
34750,525
20175,488
26200,474
18100,442
19550,401
19300,442
16125,453
38550,523
40400,518
28350,493
23300,451
39375,520
35600,548
32075,506
38350,493
14175,380
29075,520
22875,506
35250,527
37250,543
28525,525
29025,502
23275,550
20725,493
37275,509
24525,516
15325,442
20475,437
38800,433
23825,410
38225,527
13700,380
32100,523
23200,534
41175,532
33775,479
38150,520
19625,465
22475,458
35175,486
37250,518
9025,315
40100,518
22300,472
9275,329
25175,444
23925,470
40225,532
25775,479
28425,483
26200,474
25225,483
28775,504
28750,467
20925,509
22050,493
39200,527
11625,382
38150,523
15600,477
19050,479
36175,527
23250,401
30475,467
15450,444
25875,470
35150,504
40200,513
34175,488
35175,509
20575,500
30250,504
11400,394
34500,523
25275,502
36225,523
39125,509
23500,262
40325,493
27325,465
18525,479
40325,529
26950,536
35225,483
36150,509
25275,371
26850,467
19350,506
35175,493
33225,504
27250,477
28350,497
35200,502
21725,440
35225,520
34125,488
21300,391
19300,437
21350,426
24300,449
41275,541
18225,447
39200,543
25000,479
30150,405
23525,500
28500,518
40250,495
17950,421
24925,437
9850,327
22025,483
35150,523
13325,437
40225,488
24650,516
37175,500
37200,520
22400,470
31250,488
13250,364
30200,483
26050,529
20925,442
39300,511
22300,308
22325,313
38250,516
36225,525
23700,437
35200,529
25925,479
10375,368
36175,525
34175,509
10700,348
28250,511
35475,516
19225,453
11275,389
37700,516
23850,453
24500,511
19300,430
27275,506
32225,511
28250,486
36200,516
20250,313
20250,414
13400,352
19250,456
34200,546
34250,529
23150,463
16050,428
34250,525
31225,506
36175,520
14050,304
35325,516
37200,497
33275,523
38775,529
35225,523
36200,483
23300,548
13850,355
19200,437
11500,338
27000,516
36200,518
33175,509
9925,318
22725,447
22400,488
26975,472
34175,546
35250,463
10175,368
20925,453
30275,509
22750,449
27500,513
34200,516
38250,467
24100,426
10350,371
32400,525
20275,458
23950,548
31250,509
40200,518
34150,523
36675,516
37250,520
24250,490
30200,493
32550,467
32550,520
37150,495
27775,518
10025,357
27300,493
37025,502
22125,313
21250,518
39175,509
26350,511
32200,520
27400,513
39100,509
26500,518
38175,509
8325,265
24450,527
35200,518
38250,509
12375,387
35700,523
34250,529
31825,518
21950,488
23300,451
21300,320
32200,520
36625,532
38275,516
35050,453
36175,493
24200,490
19800,442
33675,525
29950,509
27050,523
37200,516
20900,481
32275,534
12025,442
31375,523
21325,274
36325,523
9375,334
30900,539
37250,516
41175,532
38300,488
40275,523
25875,486
30250,511
28075,518
11475,407
23375,486
23725,442
23325,534
9175,329
14150,417
34300,506
39225,509
22125,451
36275,520
17950,375
13600,276
10125,345
27350,529
23325,502
29325,430
31325,513
36225,518
23350,407
24375,518
37250,509
37250,523
25325,350
34275,523
39175,511
21450,308
9475,331
29450,495
12650,405
32275,543
8775,334
23300,511
30650,518
13675,384
31850,500
24400,490
38200,520
41225,493
26725,477
29950,504
20300,428
37600,511
25950,442
31350,350
20325,341
23275,435
40150,523
26850,412
27375,520
19200,442
36225,525
35375,543
15875,403
18825,467
26925,509
24375,486
20400,463
18300,352
38300,511
29550,536
9525,331
35375,511
34325,493
24375,336
35325,516
33350,500
36275,511
23650,463
26000,493
20225,500
34375,518
39350,502
37425,532
9000,329
39300,509
23350,504
20950,497
34375,520
25375,486
35375,509
26625,486
24275,509
38350,483
28825,490
12175,398
24375,463
36275,504
32325,516
38350,506
31225,539
36350,536
37350,532
15550,437
13675,398
20700,453
25550,483
15600,405
32400,516
14000,396
35400,518
9300,334
21625,442
34375,520
28150,523
23225,497
30375,552
23400,449
9450,329
20850,440
34325,529
14425,424
27500,435
37350,516
35425,527
31525,486
33550,520
37750,502
9525,331
28625,490
35425,520
8925,325
8325,338
37425,523
24475,536
35475,513
21800,472
36475,513
27800,486
28725,516
37525,513
33600,497
36400,516
27900,516
16650,428
14450,447
18975,440
25250,481
38350,435
26625,453
33100,490
26025,481
28225,543
8400,343
30400,536
33225,541
37425,516
32550,520
34450,527
38450,518
26425,437
28925,447
34500,511
22875,451
22650,430
32475,525
27675,536
40425,511
24475,341
25275,465
36500,520
40900,509
34425,506
10125,336
27625,472
21500,458
28500,479
35500,523
24225,465
21625,481
22175,447
40475,509
21250,364
38625,534
18325,435
35575,523
22125,451
10150,320
33600,493
14050,442
35500,504
37575,525
23075,467
35575,504
20625,424
30425,424
20525,440
24450,539
35475,506
27575,502
28325,458
33550,534
40475,378
18675,428
36575,513
18750,421
35575,520
23275,477
34700,502
28550,529
21325,361
27775,488
26050,502
34500,525
21850,474
24925,361
28525,493
27000,474
9625,334
22325,463
33575,523
19125,285
28825,539
30550,359
40525,520
25275,481
23350,463
24225,497
32500,520
32525,527
38550,541
36300,486
24200,486
36450,527
34525,527
18575,419
36450,532
26500,502
32175,511
32525,536
8125,327
13325,421
23525,502
40825,490
20575,355
36500,520
28025,534
37600,497
35500,516
22375,304
40450,511
11350,440
38475,529
17025,442
24075,472
28500,477
32550,516
35500,509
10525,295
35575,525
31550,534
10200,338
24075,474
32500,497
33575,529
35550,523
32500,497
23325,481
40400,516
26500,488
36525,516
36500,520
24525,511
28725,525
36525,516
22075,451
35575,506
22625,477
35600,504
32450,511
20500,440
29950,529
24300,426
25425,504
35300,506
18250,421
38450,529
30450,546
12275,405
32425,534
32400,504
36450,529
14125,424
16500,311
36425,532
10550,338
24325,449
18350,428
30875,536
29650,511
32525,539
40425,548
24575,488
36475,532
21800,474
32525,504
35525,506
35475,516
19875,437
33550,529
19225,463
22225,444
35450,472
19125,449
36550,513
21025,497
8625,306
27100,502
23400,437
17675,380
24850,486
14825,428
19425,477
18475,426
32475,532
25800,467
31500,500
32525,500
27400,518
36500,511
38600,504
28200,493
26950,541
20425,440
28300,444
30525,506
23450,463
33450,527
16200,426
15500,488
18750,401
40275,502
12625,398
22550,435
31650,539
23250,465
30275,456
34250,516
9275,331
24225,368
35300,516
32325,536
35400,529
35300,525
32925,523
34925,486
26700,495
31925,525
25150,426
17675,412
24175,437
34525,516
19225,451
15525,421
40050,525
32875,506
20625,449
22375,456
23675,479
38675,414
22075,421
38100,518
16700,424
31500,391
29025,474
39925,520
32125,525
31825,495
26725,490
24900,453
22900,483
40000,523
35850,525
35875,523
34900,516
23775,453
33375,516
37875,520
23250,479
26975,479
22625,465
30025,488
24875,449
35025,525
39850,502
27800,516
17250,398
32100,506
36875,516
30575,536
20650,437
29900,527
15800,435
21125,437
31875,523
18875,412
23200,479
19925,327
20975,371
20950,430
35725,500
33825,504
31950,516
20850,442
31900,486
16850,442
13475,398
26925,285
37925,520
17225,373
26875,546
35900,497
27850,525
21125,451
22800,511
20450,474
21200,433
35475,463
37875,483
8375,318
26075,453
18000,435
18950,488
33700,527
34850,520
19850,419
9525,338
27000,481
27750,477
32675,483
23350,479
36825,506
38775,525
31700,502
9925,329
21600,331
18700,483
32800,518
23975,433
36800,527
16800,428
36750,520
12450,366
34675,529
38700,497
28650,481
23750,488
20650,447
8425,308
34700,529
39800,437
10375,338
12450,384
38750,534
25625,306
30175,523
8500,269
34725,525
20675,463
18175,449
33600,541
17475,398
34725,527
34675,506
29600,529
22000,483
34450,523
13425,424
31650,520
23575,467
30975,532
20675,437
23275,463
18575,463
31650,529
22550,509
8700,329
34750,536
18600,428
22625,467
32625,529
21625,488
28550,481
10475,350
15675,315
34650,518
23550,470
10950,334
37600,552
40775,495
15025,394
33550,534
15000,401
15700,302
33500,529
26675,481
29500,543
26425,546
9200,327
31550,532
27425,488
18975,336
19900,493
27700,486
25600,481
36550,529
9800,394
39725,493
35000,529
25025,506
19500,419
21150,435
33500,495
22550,437
36725,504
21625,449
20575,456
27050,497
36550,541
20800,440
34525,525
19125,483
21500,483
33400,552
36575,532
26450,424
23325,463
30425,497
10550,371
40750,527
32650,536
29625,470
21975,442
30200,529
31350,516
40775,532
33625,525
20575,449
18200,417
12750,322
26400,440
10400,398
22450,447
35500,529
23550,458
26600,472
35425,527
18125,407
21325,502
24625,548
34475,525
22000,442
32650,506
11000,378
24375,497
34200,516
24475,483
21450,437
10150,327
17825,419
36900,520
11300,417
9400,329
28350,534
29375,520
28525,504
28050,525
29400,536
24375,444
21850,472
38650,532
12475,410
9750,329
37500,523
12300,412
20425,449
8875,329
34475,534
14675,430
38575,525
9850,329
33300,534
34350,518
22050,490
33000,495
34450,511
11175,421
18550,486
22475,447
34475,539
34650,552
28375,474
36475,534
22775,506
18600,493
36450,529
20650,456
24325,493
29450,506
35475,536
26300,527
28075,495
25500,486
32225,541
34450,532
18650,430
20950,435
32075,527
36450,543
34325,506
15950,430
34300,506
17625,419
26750,479
34350,483
17175,437
22725,493
31725,497
32200,534
38650,527
39550,536
16550,419
12725,437
18450,447
22775,453
27425,493
29525,523
40800,543
37525,534
26900,456
9775,338
39750,525
34425,534
10575,378
36500,523
36525,541
10575,338
16575,389
31300,523
40675,500
39700,532
35600,497
30275,511
9900,322
20325,331
32375,516
18825,463
36675,470
32200,513
24875,493
25400,426
36650,534
9900,348
35475,532
40775,552
21450,295
17700,398
10600,361
18475,467
22275,401
19875,380
35500,534
18950,430
32400,532
31425,525
28525,529
34525,516
19525,433
23725,539
18300,424
36575,520
26250,302
33500,541
27700,516
24525,495
36625,532
21400,465
34550,523
10000,338
22300,424
28325,497
32425,527
37750,546
26750,511
34525,523
39775,493
32475,529
20950,428
37700,497
22250,465
31375,481
18475,405
35600,525
40875,536
22275,506
38650,458
26275,357
32475,539
13325,378
36650,532
34575,529
35600,532
23350,440
27375,525
21400,453
23775,525
32400,518
23375,509
29375,543
16275,417
37650,534
19675,437
11675,325
29250,387
36625,486
37575,518
39875,548
37675,525
26125,495
34550,539
32550,518
23350,456
30375,546
35575,529
34575,525
31525,516
33150,534
19175,447
34600,525
37675,534
25700,477
40775,490
22550,453
26275,552
30425,513
33525,518
23650,470
35700,516
25000,500
31100,543
34550,534
36650,529
23025,451
22375,322
25850,509
23275,451
28150,483
39675,472
17350,433
10300,435
30375,532
26750,495
18500,447
38700,523
21925,479
23575,532
34600,529
36625,520
31500,534
37475,403
21775,424
28375,529
31550,541
22925,410
27375,355
37750,527
35075,430
20375,426
22500,451
25450,500
32475,546
21400,456
18525,424
26725,520
10200,331
22550,417
26125,493
35600,511
12900,355
18700,435
33575,518
18250,417
20700,458
16050,444
18425,442
20025,387
27350,504
31550,502
34575,513
15975,389
19425,299
25375,444
8900,306
20500,426
19400,442
32975,497
36650,525
11175,398
30525,539
34575,532
31575,527
33400,523
30075,513
10100,343
36650,532
35675,511
10450,334
39775,532
22350,458
34550,523
31250,527
18525,472
29950,523
33575,495
34625,516
33600,477
27425,474
26375,493
31525,552
39825,543
29800,511
21975,486
24675,474
17125,325
32525,541
26575,534
26075,495
34575,493
39775,529
33375,506
36625,518
40325,414
40400,396
28425,529
37700,513
39675,546
25050,497
35625,525
22475,430
37725,490
38725,509
38750,529
29500,534
9075,331
33675,502
39400,447
35650,502
37700,536
18850,405
34425,506
36700,506
16575,396
33850,546
9325,313
28425,488
36725,529
30500,500
37675,527
33625,527
36625,520
31375,543
25750,477
25400,428
11750,380
33600,467
9775,334
33700,527
40500,541
16950,437
23650,453
26400,458
19000,477
23350,486
32275,532
22975,412
15525,359
33550,511
27600,527
33650,536
10475,396
33600,536
14825,378
26750,504
30250,495
37675,523
30675,513
37700,513
34575,500
10075,338
22700,414
40850,520
15550,433
23225,490
22500,483
36025,504
23500,516
31650,523
39825,520
37825,534
40875,504
26425,511
31625,534
16600,421
33775,511
29225,536
37775,488
35800,516
23825,474
23175,495
35800,527
17425,444
8775,327
28800,516
35825,520
23350,536
24975,506
12000,357
22800,433
23825,513
35700,518
23125,428
34325,513
13475,391
9500,329
33700,527
22575,511
33800,523
35825,534
25425,488
17075,302
21200,440
19150,424
35850,532
18700,470
16525,451
23800,495
35700,518
21975,428
28675,539
23700,486
30700,511
32275,518
19300,463
32625,541
31750,552
29750,548
20925,488
34725,513
28125,550
36900,550
31700,527
19250,440
26975,430
36950,516
41075,529
26825,529
36475,474
18150,437
13125,389
22050,428
38975,523
31925,527
21225,419
34425,527
40025,523
36850,506
16175,290
24725,511
26775,474
41050,511
38925,474
19700,421
38950,518
34300,516
26625,536
35850,513
32875,509
36950,511
39050,426
9825,334
31100,520
16375,364
23125,467
36250,546
17450,440
37050,529
30900,486
25275,490
34200,525
27850,493
32850,523
37000,513
39100,534
37025,509
19725,421
31850,529
35100,500
20250,442
34900,520
25550,523
20425,486
19475,458
31900,525
20575,444
14500,442
20300,384
25900,516
21675,467
29875,520
9350,341
40100,527
16350,407
41100,539
32950,523
26000,502
35175,488
34950,506
41050,511
23850,435
38200,534
17950,440
22650,350
41075,550
38025,518
20650,417
26075,336
28775,513
30025,527
36000,518
38075,513
31925,534
27875,543
25275,389
29900,539
10175,285
24750,486
9825,336
34025,532
26400,426
36000,502
30000,539
27500,493
34925,516
37000,516
28000,486
19700,493
34100,523
28975,532
30050,539
32025,513
40100,523
35025,518
35075,495
23800,283
25575,463
39075,500
33950,506
20575,442
32050,536
36025,527
28000,529
24875,417
32100,490
17950,412
33000,493
10950,338
26350,488
41000,525
34100,509
34000,541
25825,532
31000,500
35975,525
30000,500
24250,490
34950,520
23650,477
9100,320
37100,543
32375,442
40725,414
27725,506
19800,483
40125,527
30950,536
9300,334
38275,523
32800,500
26825,474
29325,532
23275,433
34000,490
36125,520
21675,447
28775,486
28425,506
13825,470
10975,338
34200,527
33025,525
32500,523
20725,318
24175,513
33075,502
40100,513
19925,474
28075,516
17525,479
11000,336
31025,511
41100,488
21425,378
40200,525
16050,472
25550,493
20825,516
23975,467
35075,506
14350,288
38850,534
24025,442
37125,527
28500,513
14200,355
15950,435
33150,527
35150,523
36975,511
8225,311
15375,405
31000,355
9350,329
17925,355
22950,444
33175,539
15575,302
9850,396
35150,520
19975,334
21850,481
23500,467
14400,299
40150,458
28325,543
25150,341
36175,518
32250,493
29075,513
29250,534
16300,398
39525,541
37225,532
27325,483
40200,488
36200,497
34250,525
19450,430
22750,470
24275,430
35375,534
35200,520
26225,490
32300,529
27325,518
38050,513
22900,433
20075,437
24775,449
36175,518
28050,477
33275,516
10725,343
23125,465
8675,329
37950,488
30250,529
23150,500
29550,546
28825,534
29250,493
10025,368
27175,548
12100,410
33475,536
36275,536
12850,297
10300,389
34275,465
29850,500
37300,504
30300,534
39250,523
34275,525
40275,500
24200,509
11350,331
16500,371
34400,529
32425,534
32200,523
39300,509
25550,486
32225,516
37300,516
15925,373
38425,532
29825,405
27100,504
27250,516
23050,518
32275,520
37300,509
10700,348
25125,488
27225,486
37250,428
36325,525
30125,506
38325,520
16275,444
30175,546
39350,516
21800,511
12900,394
9600,311
23125,513
32400,550
25300,421
35375,513
34450,529
10925,426
38450,523
27800,511
38550,516
30325,525
35475,504
28100,502
20425,444
22300,479
30400,520
24250,456
34425,529
23050,523
31175,520
28650,525
33400,532
28350,552
38550,516
34500,477
24825,525
24150,435
18575,488
30325,546
24500,465
30350,520
35575,520
36575,523
30075,520
38500,520
15300,382
36450,543
13050,391
26975,516
38525,523
32075,518
16600,477
35600,532
12375,352
37900,536
38600,486
18575,437
37600,520
19375,428
11675,361
39550,525
22975,428
35625,518
28625,550
25625,477
26675,453
34475,552
36500,546
24625,486
28750,548
16875,437
37550,550
35575,493
27050,430
34825,502
8650,327
35575,523
35075,490
36575,523
36550,527
40075,513
24075,474
36575,520
30675,546
17650,419
36675,486
34550,506
34575,502
24975,414
40600,506
21275,511
35650,497
19475,430
26825,447
19300,488
24675,490
36725,506
36650,518
32725,529
28075,474
35625,518
21200,481
37725,513
37825,527
18700,435
24050,449
27550,532
32675,534
32650,525
36700,518
34025,525
26650,442
39575,511
32750,520
22800,456
38675,513
35650,516
8925,308
36750,518
27775,500
23200,419
28625,516
17150,444
24800,495
27550,435
28600,534
27525,479
34725,509
36725,532
26225,500
37750,516
31725,532
27200,532
29300,447
27800,463
36725,518
23375,442
19425,456
31700,513
19075,387
22500,331
27400,483
26450,527
25575,470
37700,520
22525,345
34800,486
17425,380
39650,511
10250,368
27325,500
23550,336
18050,387
33800,523
29175,481
21875,440
39700,502
27350,490
23950,352
8575,329
29000,391
26900,502
38775,527
36650,474
14425,398
16050,299
35775,516
27475,539
25075,474
20425,329
26725,479
28650,345
34725,527
22550,479
28650,532
26700,495
34800,527
21975,525
21475,396
24825,410
36825,513
34775,511
32725,534
25525,444
28725,541
21175,493
16550,311
15125,391
30750,490
36700,520
12025,375
8525,320
38750,502
36725,518
39700,511
34700,523
20425,449
22025,435
35800,520
29600,504
10625,348
33225,527
30625,490
11450,352
36775,483
35800,534
14575,334
33600,502
24450,495
8900,306
36750,520
32250,518
10525,350
38150,509
30600,523
35625,486
25575,509
23075,407
16800,433
22400,456
20200,451
12225,387
34550,525
9375,373
23450,488
37775,509
35775,488
24375,341
19375,465
39700,502
26625,529
21400,458
20225,477
27625,490
26100,451
10675,357
24025,493
21975,479
8125,327
37675,495
20650,500
15575,313
37800,518
37750,513
29675,543
10275,338
29675,481
22400,481
34600,486
21325,428
37675,534
22025,467
29200,258
34450,520
39875,504
35725,520
23700,509
34700,518
19325,470
20375,465
25550,529
40775,543
22425,384
12450,371
21225,407
14725,419
32125,527
20600,483
20800,500
17675,256
26525,483
34750,534
36825,523
26150,447
30675,449
28650,539
27675,444
10825,384
37725,516
10850,389
32850,495
24825,513
34825,520
24775,407
13550,426
9975,329
37850,495
22000,477
39800,509
8075,327
40775,511
18825,456
37800,513
31975,552
34850,529
28650,541
16175,368
26450,456
40800,516
38925,511
32750,506
36800,513
40750,513
35825,500
38925,493
29025,497
31850,513
32750,502
37575,520
37800,511
34825,527
25600,486
35425,520
8525,290
37850,525
35825,516
33800,497
38700,509
17225,401
36800,523
10475,336
16675,304
24500,410
19375,419
18400,338
35850,486
16000,378
40825,465
26650,497
28650,525
11075,343
37825,511
37800,513
30450,458
17225,440
33875,525
27725,502
21625,483
36900,527
26350,495
37850,520
38850,518
8850,318
19375,500
40775,500
21625,435
26975,497
18900,444
24400,502
24575,467
32700,534
20600,456
31200,539
40800,518
30125,477
23975,552
37875,518
39850,509
18400,412
29075,500
35825,534
38875,502
13975,456
34850,488
30825,541
9000,334
24100,502
29225,534
38850,511
22350,497
23550,465
17050,435
19575,447
40700,518
40775,516
29100,509
17800,391
22275,426
10650,357
27300,527
21925,447
18775,424
14100,449
36850,523
30525,529
35875,509
33775,543
29975,511
37875,527
37875,532
8300,327
39950,527
35825,513
23650,486
32875,529
30150,543
40850,529
24975,529
30200,541
35875,509
11475,442
33400,509
32975,520
38750,520
38775,516
36725,506
25325,504
32450,541
27925,504
40750,513
28500,481
22450,465
40750,548
36725,518
36775,516
28625,283
35700,527
25225,541
14975,389
24125,472
38750,516
28675,465
11450,387
27325,479
30425,523
20475,481
28875,488
24850,497
13475,325
38775,520
35750,465
25325,516
36800,502
14250,424
22775,456
32725,546
33800,500
40725,513
32800,539
16825,458
26575,520
30725,490
30675,513
26575,539
36800,518
23475,497
39700,511
17400,359
37775,513
20725,465
30250,467
35750,520
32750,532
36775,550
17600,304
34775,502
38750,525
31750,523
40675,511
28650,513
34725,529
17250,371
26300,311
26550,539
19375,391
19925,373
28700,477
18675,405
28100,509
34775,529
24175,502
27575,470
35850,509
40725,513
32625,442
24675,479
23225,453
20575,315
35775,527
37650,500
18550,458
8100,320
24550,548
34775,529
26200,518
14775,414
38850,532
28600,513
36750,488
28600,527
20575,421
9000,329
40725,548
34750,532
28025,523
38650,511
17950,253
24000,502
34750,520
21600,472
27025,481
34050,504
27575,536
19375,428
39650,502
34600,527
25800,488
35700,511
8675,315
40700,532
40650,534
39700,516
37700,495
35975,504
36675,525
22850,458
26550,536
20500,483
32650,534
27050,552
8750,325
20400,419
37675,516
34700,532
34575,506
31700,516
29725,451
34650,520
38650,518
21975,458
21775,274
32875,548
37600,513
17875,483
28300,543
26975,502
22700,412
38650,518
16575,315
13925,410
18250,421
21250,447
15975,428
36625,502
8200,322
39575,504
33650,495
23450,518
38625,509
36600,525
29100,516
21350,338
38675,410
35950,502
22425,516
37750,500
30600,536
33650,488
30875,516
36600,516
22175,481
34675,509
33250,504
40600,472
12950,424
30575,516
22425,320
30525,488
36700,513
15850,396
17100,440
39550,502
28600,474
34575,534
35600,518
21975,447
35625,516
11000,366
37675,518
25225,479
23425,490
36600,513
27100,472
16425,389
23950,458
37700,518
36675,532
28575,359
40500,513
24400,451
20375,490
21050,437
38575,500
22700,428
29800,509
11700,361
38900,509
9775,357
23425,474
38500,511
35675,504
23075,444
14575,304
34575,532
34375,467
37600,518
31600,361
10675,387
24775,391
22850,453
28900,474
38550,532
25175,470
18225,327
38650,497
19000,440
23600,467
21775,474
32625,495
38550,513
40775,516
15400,433
34600,435
27650,520
28475,548
34875,490
35650,527
29600,500
27250,497
34575,536
16800,419
25875,281
32550,529
22950,477
13000,285
32575,523
36600,513
19250,419
32625,440
23600,500
28425,536
31600,516
31575,523
33500,539
32475,513
40475,518
38550,513
33675,513
11200,355
37650,513
9150,329
26275,509
29650,536
18425,440
30450,502
20375,463
23700,511
26475,546
37650,506
28525,536
26925,348
38575,518
35600,483
18525,426
37600,500
9650,313
37500,509
39650,490
35575,516
34550,527
37450,548
20350,325
36625,506
14175,380
24200,502
16500,364
20375,327
